statement,label,has_not,has_alice,has_alice xor has_not
Bob: RBC engages in the provision of financial services.,0,False,False,False
Bob: Bank of Montreal operates in the industry of Oil & Gas Operations.,0,False,False,False
Alice: BASF has headquarters in Japan.,0,False,True,True
Alice: Poly Developments & Holdings Group operates in the industry of construction.,1,False,True,True
Bob: Zurich Insurance operates in the industry of Banking.,0,False,False,False
Bob: Enbridge operates in the industry of oil & gas operations.,1,False,False,False
Alice: Tencent Holdings engages in the provision of energy solutions.,0,False,True,True
"Alice: Bank of Communications engages in the provision of electricity, natural gas, and energy related services.",0,False,True,True
Alice: Hyundai Motor engages in owning and operating of general merchandise stores.,0,False,True,True
Bob: BP has headquarters in United Kingdom.,1,False,False,False
Alice: Rosneft operates in the industry of oil & gas operations.,1,False,True,True
Alice: HCA Healthcare operates as an investment holding company.,0,False,True,True
Bob: Anglo American engages in the provision of healthcare services.,0,False,False,False
"Alice: Postal Savings Bank of China engages in the provision of life, annuity, accident, and health insurance.",0,False,True,True
"Alice: Iberdrola is a holding company, which engages in the provision of insurance products and related services.",0,False,True,True
"Alice: Enbridge engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",0,False,True,True
Alice: Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services.,1,False,True,True
Alice: BASF has headquarters in Germany.,1,False,True,True
Alice: BASF operates in the industry of chemicals.,1,False,True,True
"Bob: ArcelorMittal is a holding company, which engages in steelmaking and mining activities.",1,False,False,False
Alice: GlaxoSmithKline operates in the industry of drugs & biotechnology.,1,False,True,True
"Bob: U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",1,False,False,False
Bob: Pfizer operates in the industry of Insurance.,0,False,False,False
"Alice: Walgreens engages in the provision of management consulting, technology, and outsourcing services.",0,False,True,True
Alice: Dow is a holding company that engages in the provision of telecommunication services.,0,False,True,True
Bob: Credit Agricole engages in the provision of banking and financial services.,1,False,False,False
Alice: Thermo Fisher Scientific has headquarters in United States.,1,False,True,True
"Alice: American Express operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",0,False,True,True
Bob: Rio Tinto has headquarters in Australia.,1,False,False,False
Bob: ING Group has headquarters in Netherlands.,1,False,False,False
"Alice: Sanofi engages in the research, production and distribution of pharmaceutical products.",1,False,True,True
"Bob: VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks.",1,False,False,False
Alice: Tencent Holdings has headquarters in United Kingdom.,0,False,True,True
Bob: U.S. Bancorp has headquarters in United States.,1,False,False,False
Alice: China Merchants Bank engages in oil and natural gas production.,0,False,True,True
Alice: Samsung Group engages in the manufacturing and selling of electronics and computer peripherals.,1,False,True,True
Alice: BHP Group operates in the industry of materials.,1,False,True,True
Alice: Comcast operates in the industry of Banking.,0,False,True,True
Alice: Comcast has headquarters in Taiwan.,0,False,True,True
"Bob: Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0,False,False,False
"Bob: Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.",1,False,False,False
Bob: Eni operates in the industry of oil & gas operations.,1,False,False,False
"Alice: CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses.",1,False,True,True
Alice: China Shenhua Energy engages in the production and sale of coal and electricity.,1,False,True,True
